"Id","Title","Score","AnswerCount","CommentCount","cluster"
1980,"Complete substantive examples of reproducible research using R",40,14,0,8
1995,"Under what conditions should one use multilevel/hierarchical analysis?",13,7,0,3
1998,"How problematic is it to control for non-independent covariates in an observational (i.e., non-randomized) study?",7,6,1,7
2002,"How do I decide what span to use in LOESS regression in R?",10,4,2,6
2007,"A survey of data-mining software tools",8,9,4,5
2008,"Measures of publication ""importance"" in statistics?",2,3,2,8
2010,"Conditional expectation given number of outcomes",0,2,0,3
2022,"Estimating population correlation based on current data and a previous study",4,2,0,8
2024,"Plotting standard errors",3,1,2,4
2032,"Recommend some books/articles/guides to enter predictive analytics?",2,2,5,5
2035,"The distribution of the linear combination of Gamma random variables",5,1,0,8
2037,"Estimating mean and st dev of a truncated gaussian curve without spike",8,2,1,5
2038,"Interpretation of biplots in principal components analysis in R",4,2,2,7
2059,"Learning parameters of a mixture of Gaussian using MLE",5,1,2,2
2061,"Short online videos that could assist a lecture on statistics",11,6,1,8
2066,"How can I (numerically) approximate values for a beta distribution with large alpha & beta",8,3,3,1
2067,"Follow up: In a mixed within-between ANOVA plot estimated SEs or actual SEs?",10,4,6,4
2072,"Does a cointegration model exist for irregularly spaced time series?",10,2,2,2
2077,"How to make a time series stationary?",16,5,0,5
2079,"What's good about I-projections?",2,0,1,7
2085,"Checking assumptions for random effects in nested mixed-effects models in R / S-Plus",5,1,1,2
2086,"Quickly evaluate (visually) correlations between ordered categorical data in R?",6,2,4,5
2091,"Computing probability distribution function for uniform random variables and Y=1-X",3,2,0,4
2092,"Relationship between poisson and exponential distribution",3,3,0,5
2093,"How to make Marsaglia polar method return values [0, 1)?",0,4,7,4
2099,"Free treemapping software",6,4,0,7
2104,"How to get Sphericity in R for a nested within subject design?",4,4,2,2
2108,"Using [R] to connect to a Web Service",4,1,1,7
2111,"Computing best subset of predictors for linear regression",7,2,4,4
2116,"Flowcharts to help selecting the proper analysis technique and test?",6,2,0,5
2119,"Wald-Wolfowitz Runs Test for Normality Assumptions Testing",1,1,0,7
2121,"How can I estimate coefficient standard errors when using ridge regression?",4,2,0,3
2125,"What's the difference between correlation and simple linear regression?",12,6,2,2
2130,"How to prove the exponential expansion recursive form?",1,2,0,8
2131,"For a classification problem if class variable has unequal distribution which technique we should use?",5,3,2,4
2134,"R package for fixed-effect logistic regression",3,2,0,4
2140,"How do I compare the repeatability of two sets of experiments with a low number of samples?",4,3,0,1
2142,"Linear regression effect sizes when using transformed variables",5,3,0,1
2146,"For data similar to audio, how to determine if their are 1 or 2 categories?",2,0,9,5
2149,"What is the difference between a particle filter (sequential Monte Carlo) and a Kalman filter?",16,1,0,3
2151,"How to plot ROC curves in multiclass classification?",7,2,2,8
2154,"How to interpret a control chart containing a majority of zero values? (Part 2)",1,1,2,5
2162,"How to draw a line or add a text outside of the plot area in R?",8,1,0,8
2167,"Applying the ""kernel trick"" to linear methods?",9,2,3,6
2169,"How to compute the standard error of an L-estimator?",4,2,5,2
2170,"Preferred method for identifying curvilinear effect in multi-variable regression framework",5,2,0,8
2171,"Resources for learning to create data visualizations?",12,5,1,1
2179,"Variable importance from SVM",9,2,0,4
2181,"Book recommendations for multivariate analysis",9,10,2,8
2182,"Can you explain why statistical tie is not naively when p_1-p_2 < 2 MOE?",7,4,0,5
2190,"How to reconstruct ensemble of trees from random forest?",2,1,2,8
2197,"Precedent for Bootstrap-like procedure with ""invented"" data?",7,3,0,7
2198,"Find range of possible values for probability of intersection given individual probabilities",3,2,0,8
2213,"Feed-forward and recurrent neural networks?",10,2,2,5
2214,"Estimating parameters of sum-stable RV via L-estimators",7,1,3,7
2219,"Two answers to the dartboard problem",3,3,0,4
2220,"How do we create a confidence interval for the parameter of a permutation test?",6,3,0,3
2223,"Books covering how to conduct a meta-anlysis",1,1,1,2
2230,"Convergence in probability vs. almost sure convergence",13,4,0,1
2234,"Alternatives to logistic regression in R",21,5,4,3
2237,"Standard errors for estimates of smoothing parameters",1,2,0,2
2244,"Kaplan-Meier, survival analysis and plots in R",3,3,0,2
2245,"Statistics and causal inference?",17,3,1,5
2248,"What is the proper way to analyze discrete data?",5,3,0,3
2256,"Adding labels to points using mds and scatter3d package with R",2,1,1,1
2258,"How to prove that preimage of measurable space is measurable?",1,1,6,8
2259,"When is it acceptable to collapse across groups when performing a factor analysis?",2,3,0,2
2262,"Area Under Curve (AUC) - given peak mean and standard deviation (SD)",0,3,4,3
2264,"Expected value of small sample",3,4,3,8
2269,"Access tables created in SAS Enterprise Guide Client into SAS Enterprise Miner Client?",2,1,8,8
2271,"How to plot a violin scatter boxplot (in R)?",6,4,12,8
2272,"What's the difference between a confidence interval and a credible interval?",27,6,2,4
2275,"How can I determine accuracy of past probability calculations?",5,2,2,3
2282,"Counting how many times a package has been loaded in R?",0,1,10,5
2290,"Determination of effect size for a repeated measures ANOVA power analysis",6,1,0,3
2291,"Recommended books or articles as introduction to Cluster Analysis?",6,4,0,6
2294,"Lumping in Markov process with absorbing states",5,1,2,8
2296,"Papers on Bayesian factor analysis?",4,5,0,2
2298,"Visualization of a multivariate function",5,3,9,4
2299,"Statistical forensics: Benford and beyond",18,2,0,3
2306,"Feature selection for ""final"" model when performing cross-validation in machine learning",19,6,2,7
2315,"What software allows non-parametric repeated-measures multi-way Anova?",3,1,0,8
2323,"What are good references for dynamic pricing?",1,1,0,3
2326,"Setting up experiment for statistical analysis",2,1,3,7
2328,"How to perform Neural Network modelling effectively?",8,1,1,4
2335,"Output of logistic model in R",7,1,3,4
2337,"How to standardize a data-set",2,1,4,2
2343,"Trees generated by multi-type branching processes in n steps",3,2,0,4
2344,"Best way to present a random forest in a publication?",10,2,1,7
2348,"Metropolis-Hastings algorithms used in practice",10,4,3,3
2350,"Why does the random forest OOB estimate of error improve when the number of features selected are decreased?",6,1,2,7
2352,"When are Shao's results on leave-one-out cross-validation applicable?",8,3,1,3
2356,"Are there any examples where Bayesian credible intervals are obviously inferior to frequentist confidence intervals",31,6,12,7
2358,"Explain the difference between multiple regression and multivariate regression, with minimal use of symbols/math",7,2,1,5
2370,"Is there a biglm equivalent for coxph?",4,1,0,4
2374,"Factor analysis of questionnaires composed of Likert items",6,2,1,8
2377,"A transform to change skew without affecting kurtosis?",8,4,3,3
2379,"What are the 'big problems' in statistics?",29,7,1,3
2384,"Testing prediction time series against real data",2,1,0,2
2385,"Data visualisation- summarise 190 means and response rates",6,3,3,4
2390,"What practical implications/interpretations are there of a kurtotic distribution?",5,3,0,4
2391,"What is the relationship between a chi square test and test of equal proportions?",4,2,0,7
2397,"Asymptotic distribution of multinomial",5,4,5,4
2401,"Is it appropriate to treat n-point Likert scale data as n trials from a binomial process?",9,3,1,6
2405,"Survey questionnaire rebasing after removal of a selection",4,1,0,4
2410,"Can CART models be made robust?",7,2,0,1
2419,"Boosted decision trees in python?",5,7,6,5
2420,"Date/Time data on the y-axis",1,2,6,8
2423,"Standard reference for classical mathematical statistics?",7,5,5,7
2427,"How should one approch Project Euler problem 213",5,6,4,5
2430,"When does rules based classifier outperforms decision trees?",3,3,3,6
2432,"LOESS that allows discontinuities",12,4,3,8
2439,"Desirable and undesirable properties of Latin squares in experiments?",7,1,0,4
2446,"How to choose df for comparisons between summary statistics (e.g. slope values)?",7,3,5,2
2455,"How to make age pyramid like plot in R?",5,1,0,7
2457,"Markov Process about only depending on previous state",7,2,0,6
2458,"How to import files into R?",3,3,1,7
2466,"Estimate the size of a population being sampled by the number of repeat observations",9,3,0,3
2467,"Classification after factor analysis",3,3,3,1
2469,"Post hoc tests in ANCOVA",7,3,0,3
2476,"Measuring Document Similarity",7,1,0,4
2481,"Asymptotic power",3,3,2,5
2483,"How to model and test a decision support system (e.g. a terrorist warning system)?",2,3,3,5
2492,"Normality Testing: 'Essentially Useless?'",26,8,6,3
2493,"Managing error with GPS routes (theoretical framework?)",12,2,2,5
2499,"Explain what a kernel is, in plain English",7,3,2,8
2504,"Test for finite variance?",14,5,0,8
2510,"Can we approximate this function by a polynomial?",2,2,5,3
2513,"Pitman's test of equality of variance and testing for regression to the mean: am I doing the right thing?",6,2,3,6
2516,"Are large data sets inappropriate for hypothesis testing?",29,10,2,5
2537,"Confidence intervals on differences in choices in a GEE framework: methods and alternatives?",2,2,2,8
2541,"Is there a reference that suggest using 30 as a large enough sample size?",7,4,1,5
2547,"Why is median age a better statistic than mean age?",16,11,2,8
2555,"Issues using Hermite approximation to bivariate Gaussian in R",2,1,0,2
2559,"Gputools for R: how to interpret the experimental procedure?",5,2,0,2
2563,"What are some of the best ranking algorithms with inputs as up and down votes?",3,1,5,2
2572,"Correlation stress testing",3,2,0,8
2573,"Difference between histogram and pdf?",3,3,3,6
2576,"How to rank the results of questions with categorical answers?",6,5,0,1
2579,"Swamy Random Coefficient Model and time fixed effects",0,1,0,5
2580,"Measuring goodness-of-fit in a model that combines two distributions",5,3,4,4
2585,"Graphing low-end prices of goods in a market over time",1,2,3,7
2587,"Is the survival function the same as the upper tail?",2,2,0,5
2591,"When to use (non)parametric test of homoscedasticity assumption?",2,2,1,5
2592,"How to project a vector onto matrix of rotation in PCA",2,2,2,2
2597,"What stop-criteria for agglomerative hierarchical clustering are used in practice?",9,3,0,3
2598,"Probability to find the treasure five times in row",1,1,1,5
2602,"How to deal with correlations not statistically significantly different from zero?",3,2,0,2
2611,"How to combine confidence intervals for a variance component of a mixed-effects model when using multiple imputation",16,3,5,2
2613,"How to explain such a big difference between parametric and non parametric test (and other questions)?",6,1,5,3
2615,"Analytical solutions to limits of correlation stress testing",5,4,5,8
2617,"How can I determine the best fit normal distribution from this information?",4,5,14,8
2619,"Continuous and Categorical variable data analysis",4,2,4,5
2623,"Autocorrelation in the presence of non-stationarity?",5,2,2,6
2628,"Statistical inference when the sample ""is"" the population",10,4,1,3
